Date,A3,B3,C3,D3,,A4,B4,C4,D4,,A5,B5,C5,D5,,A6,B6,C6,D6,,A7,B7,C7,D7,,GEN MW POWER OUTPUT,TOTAL COAL FLOW,MAIN STEAM FLOW,BLR TOTAL AIR FLOW,SH ATMP-1A SPRAY CTRL 50% VLV,SH ATMP-1B SPRAY CTRL 50% VLV,CID FAN A BLADE PITCH POS,FD FAN B BLADE PITCH FB,TOT OFA FLOW,ECO INLT FW FLOW 1
2021-01-03 11:00,54.24383211,40.57200055,45.11670415,37.57189098,,52.18790324,43.14086682,47.84786813,41.39804539,,53.46253626,45.90560595,49.01819444,42.56211893,,56.29261852,50.40308715,52.68069008,43.92662862,,55.65894729,48.43649926,52.63656893,42.01615947,,806.54,290.77,2122.88,2749.74,47.77,40.46,48.79,39.05,710.8,2022.03
2021-01-03 12:00,55.58777422,39.1947745,43.60480295,36.44873554,,52.65195379,41.68110262,46.57670243,40.78925639,,54.53145907,42.82383974,45.44006693,38.95370036,,58.09189116,49.45831898,50.93981285,42.7571325,,54.56030302,47.091341,51.17357691,40.96908586,,803.39,289.73,2115.44,2732.38,41.99,30.52,48.73,38.81,695.93,2034.94
2021-01-03 13:00,54.47316672,39.51605056,44.15202489,37.33067629,,52.24489482,41.4782212,46.40069972,40.7797941,,54.04915048,44.26132411,47.20834357,41.08093407,,56.99025042,49.96357383,52.24053391,43.71446148,,53.63244033,46.32715129,50.61822509,40.46625812,,805.93,291.65,2114.1,2757.59,42.81,28.94,49.49,39.42,718.39,2028.45
2021-01-03 14:00,52.617442,39.18744762,43.87292112,36.88014186,,50.50835435,41.10816528,46.11182404,40.59947761,,53.02702446,42.712365,45.39600005,38.68749807,,56.04139233,48.92075172,51.43308504,43.15292485,,53.04668167,46.39422094,50.79895406,40.71919548,,807.93,290.07,2121.18,2751.31,54.18,46.79,49.07,39.26,716.1,2000.36
2021-01-03 15:00,51.56414912,39.28214441,43.90142276,36.9264629,,48.47837237,41.08537464,46.27872862,40.65635533,,50.86231592,42.19915296,45.08512138,38.33300637,,55.19362411,49.28137146,52.0125503,43.62035248,,52.83236143,46.66714363,51.03477901,40.75604488,,808.43,290.53,2123.71,2749.27,49.42,57.51,49.2,39.27,712,1999.9
2021-01-03 16:00,50.96238559,39.15290684,43.67091397,36.70052189,,47.79653957,40.86463362,45.80123844,40.37263502,,50.73927049,41.68225608,44.31296126,37.57443782,,55.20365067,49.02320367,51.80335196,43.47682245,,52.05152289,45.66484378,49.93819528,39.78756831,,806.68,290.98,2119.17,2755.97,67.03,47.98,49.25,39.46,716.02,1986.02
2021-01-03 17:00,50.99375033,39.268825,43.6322797,36.69675593,,47.52776815,41.12621315,46.03360167,40.48843225,,50.89081495,42.36523139,45.05570446,38.37861851,,55.4638075,48.96253605,51.73174297,43.49118604,,52.74575884,46.57943376,50.75450885,40.64546598,,809.65,291.46,2126.88,2761.38,58.83,53.79,49.39,39.6,715.11,1995.24
2021-01-03 18:00,50.80758976,39.20442597,43.63813805,36.802094,,47.18669317,41.0509325,45.73499136,40.33092896,,50.31673598,41.90050332,44.32690941,37.57018413,,55.56745487,49.1431934,52.22284051,43.83531059,,52.57146861,46.22913586,50.65822843,40.4685127,,812.12,291.84,2128.47,2773.71,54.77,52.04,49.1,39.66,725.74,2003.27
2021-01-03 19:00,49.17060898,39.2606658,44.11114336,37.46395105,,46.74608618,41.44571969,46.38132661,40.46052246,,48.55958701,41.04936654,44.16228899,37.27380887,,52.15115546,48.0718811,52.99662304,44.02821866,,52.48091688,45.8809416,50.53081716,40.36677412,,809.67,291.76,2122.9,2763.79,57.01,46.56,48.95,39.53,714.83,1998.3
2021-01-03 20:00,49.03215715,39.56485444,44.3363005,37.53517642,,46.61376169,41.70189075,46.69254173,40.66886692,,48.53530363,41.50134123,44.71224165,37.92432203,,51.8561866,48.60543897,53.15803401,43.86943932,,52.3789068,46.1344908,50.54020358,40.21619186,,810.05,291.25,2121.96,2758.81,49.36,57.87,48.66,39.39,710.84,1998.88
